#
# File created on 2021-12-08 23:44:35 EST
#
# U.S. Geological Survey
# 
# This file contains selected water-quality data for stations in the National Water 
# Information System water-quality database.  Explanation of codes found in this file are 
# followed by the retrieved data. 
#
# The data you have secured from the USGS NWISWeb database may include data that have 
# not received Director's approval and as such are provisional and subject to revision. 
# The data are released on the condition that neither the USGS nor the United States 
# Government may be held liable for any damages resulting from its authorized or 
# unauthorized use.
#
# To view additional data-quality attributes, output the results using these options:  
# one result per row, expanded attributes.  Additional precautions are at:
# https://help.waterdata.usgs.gov/tutorials/water-quality-data/help-using-the-water-quality-data-retrieval-system#Data_retrievals_precautions
#
#  agency_cd                  - Agency Code
#  site_no                    - USGS site number
#  sample_dt                  - Begin date
#  sample_tm                  - Begin time
#  sample_end_dt              - End date
#  sample_end_tm              - End time
#  sample_start_time_datum_cd - Time datum
#  tm_datum_rlbty_cd          - Time datum reliability code
#  coll_ent_cd                - Agency Collecting Sample Code
#  medium_cd                  - Sample Medium Code
#  tu_id                      - Taxonomic unit code
#  body_part_id               - Body part code
#  parm_cd                    - Parameter code
#  remark_cd                  - Remark code
#  result_va                  - Parameter value
#  val_qual_tx                - Result value qualifier code
#  meth_cd                    - Method code
#  dqi_cd                     - Data-quality indicator code
#  rpt_lev_va                 - Reporting level
#  rpt_lev_cd                 - Reporting level type
#  lab_std_va                 - Lab standard deviation
#  anl_ent_cd                 - Analyzing entity code
#
# The following parameters are included:
#  00572  - Biomass, periphyton, ash weight, grams per square meter
#  00573  - Biomass, periphyton, dry weight, grams per square meter
#  32226  - Chlorophyll b, periphyton, spectrophotometric method, uncorrected, milligrams per square meter
#  32228  - Chlorophyll a, periphyton, spectrophotometric method, uncorrected, milligrams per square meter
#  49954  - Biomass, periphyton, ash free dry mass, grams per square meter
#  51754  - Cyanobacteria 16S gene, water, DNA based, recoverable, copies per 100 milliliters
#  51755  - Microcystis 16S gene, water, DNA based, recoverable, copies per 100 milliliters
#  51756  - Microcystis-specific microcystin gene mcyE, water, DNA based, recoverable, copies per 100 milliliters
#  51758  - Dolichospermum-specific microcystin gene mcyE, water, DNA based, copies per 100 milliliters
#  51760  - Planktothrix-specific microcystin gene mcyE, water, DNA based, recoverable, copies per 100 milliliters
#  60050  - Phytoplankton, total, cells per milliliter
#  62360  - Pheophytin a, phytoplankton, micrograms per liter
#  70950  - Biomass to chlorophyll ratio, periphyton, number
#  70953  - Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter
#  70957  - Chlorophyll a, periphyton, chromatographic-fluorometric method, milligrams per square meter
#  70958  - Chlorophyll b, periphyton, chromatographic-fluorometric method, milligrams per square meter
#
# Description of sample_start_time_datum_cd:
# CST  - Central Standard Time
# CDT  - Central Daylight Time
#
# Description of tm_datum_rlbty_cd:
# K  - Known
# T  - Transferred
#
# Description of coll_ent_cd and anl_ent_cd:
# USCOEKSD  - Corps of Engineers, Kansas City District, MO
# USGS-WRD  - U.S. Geological Survey-Water Resources Discipline
# USGSNWQL  - USGS-National Water Quality Lab, Denver, CO
# USGSOHML  - USGS-Ohio Water Microbiology Laboratory, Columbus,OH (OWML)
#
# Description of medium_cd:
# WS  - Surface water
#
# Description of tu_id:
# https://www.itis.gov/
#
# Description of body_part_id:
#
# Description of remark_cd:
# <  - Less than
# E  - Estimated
# M  - Presence verified but not quantified
#
# Description of val_qual_tx:
# *  - sample was warm when received
# @  - holding time exceeded
# b  - value extrapolated at low end
# c  - see result comment
# d  - sample was diluted
# ~  - duplicates do not check (not within the acceptance limits)
#
# Description of meth_cd:
# 00050  - Plant pigments, sonication & 445
# ALGOR  - Computation by NWIS algorithm
# BAC66  - Cyanobacteria 16S rRNA genes
# BAC67  - Microsystis 16S rRNA genes, QPCR
# BAC68  - Microcystis mcyE toxin gene, DNA
# BAC70  - Dolichospermum sp mcyE 0.4, qPCR
# BAC72  - Planktothrix mcyE toxin gene,DNA
# FL008  - Chlorophyll a,phyto,fluorometric
# FL011  - Pheophyton a, phyto,fluorometric
#
# Description of dqi_cd:
# A  - Historical data
# R  - Reviewed and approved
#
# Description of rpt_lev_cd:
# MRL  - Minimum reporting level
#
# Data for the following sites are included:
#  USGS 06934500 Missouri River at Hermann, MO
#
agency_cd	site_no	sample_dt	sample_tm	sample_end_dt	sample_end_tm	sample_start_time_datum_cd	tm_datum_rlbty_cd	coll_ent_cd	medium_cd	tu_id	body_part_id	parm_cd	remark_cd	result_va	val_qual_tx	meth_cd	dqi_cd	rpt_lev_va	rpt_lev_cd	lab_std_va	anl_ent_cd
USGS	06934500	1976-08-26	11:30			CDT	K		WS			32226		0.850			A				
USGS	06934500	1976-08-26	11:30			CDT	K		WS			32228		61.5			A				
USGS	06934500	1976-08-26	11:30			CDT	K		WS			49954		12.2		ALGOR	A				
USGS	06934500	1976-08-26	11:30			CDT	K		WS			60050		47000			A				
USGS	06934500	1976-09-09	10:20			CDT	T		WS			60050		13000			A				
USGS	06934500	1976-10-15	11:00			CDT	T		WS			60050		59000			A				
USGS	06934500	1976-11-17	10:45			CST	K		WS			60050		5300			A				
USGS	06934500	1976-12-15	10:15			CST	K		WS			60050		1100			A				
USGS	06934500	1977-01-26	11:00			CST	K		WS			60050		1300			A				
USGS	06934500	1977-02-16	10:45			CST	T		WS			60050		4600			A				
USGS	06934500	1977-05-12	14:00			CDT	T		WS			60050		5100			A				
USGS	06934500	1977-06-09	11:00			CDT	K		WS			60050		3100			A				
USGS	06934500	1977-07-13	10:30			CDT	T		WS			70950		2120			A				
USGS	06934500	1977-07-13	10:30			CDT	T		WS			70957		0.8			A				
USGS	06934500	1977-07-13	10:30			CDT	T		WS			70958		0.2			A				
USGS	06934500	1977-07-13	10:31			CDT	T		WS			60050		410000			A				
USGS	06934500	1977-07-13	10:31			CDT	T		WS			70950		4180			A				
USGS	06934500	1977-07-13	10:31			CDT	T		WS			70957		2.6			A				
USGS	06934500	1977-07-13	10:31			CDT	T		WS			70958		0.3			A				
USGS	06934500	1977-07-13	12:00			CDT	K		WS			60050		2900			A				
USGS	06934500	1977-07-13	12:00			CDT	K		WS			70950		1480			A				
USGS	06934500	1977-07-13	12:00			CDT	K		WS			70957		0.6			A				
USGS	06934500	1977-07-13	12:00			CDT	K		WS			70958		0.5			A				
USGS	06934500	1977-08-03	11:15			CDT	K		WS			60050		1300			A				
USGS	06934500	1977-08-03	13:00			CDT	T		WS			70950		10300			A				
USGS	06934500	1977-08-03	13:00			CDT	T		WS			70957		0.9			A				
USGS	06934500	1977-08-03	13:00			CDT	T		WS			70958		0.3			A				
USGS	06934500	1977-08-03	13:05			CDT	T		WS			70950		4170			A				
USGS	06934500	1977-08-03	13:05			CDT	T		WS			70957		1.2			A				
USGS	06934500	1977-08-03	13:05			CDT	T		WS			70958		0.7			A				
USGS	06934500	1977-09-07	12:00			CDT	K		WS			60050		96000			A				
USGS	06934500	1977-09-07	12:00			CDT	K		WS			70950		1520			A				
USGS	06934500	1977-09-07	12:00			CDT	K		WS			70957		0.1			A				
USGS	06934500	1977-09-07	12:00			CDT	K		WS			70958		0.0			A				
USGS	06934500	1977-10-12	10:00			CDT	T		WS			00572		0.3150			A				
USGS	06934500	1977-10-12	10:00			CDT	T		WS			00573		0.315			A				
USGS	06934500	1977-10-12	10:00			CDT	T		WS			49954		0.000		ALGOR	A				
USGS	06934500	1977-10-12	10:00			CDT	T		WS			70950		0.00		ALGOR	A				
USGS	06934500	1977-10-12	10:00			CDT	T		WS			70957	M				A				
USGS	06934500	1977-10-12	10:00			CDT	T		WS			70958	M				A				
USGS	06934500	1977-10-12	10:05			CDT	T		WS			00572		0.7090			A				
USGS	06934500	1977-10-12	10:05			CDT	T		WS			00573		0.866			A				
USGS	06934500	1977-10-12	10:05			CDT	T		WS			49954		0.157		ALGOR	A				
USGS	06934500	1977-10-12	10:05			CDT	T		WS			70950		8720		ALGOR	A				
USGS	06934500	1977-10-12	10:05			CDT	T		WS			70957	M				A				
USGS	06934500	1977-10-12	10:05			CDT	T		WS			70958	M				A				
USGS	06934500	1977-10-12	12:30			CDT	K		WS			00572		1.18			A				
USGS	06934500	1977-10-12	12:30			CDT	K		WS			00573		1.500			A				
USGS	06934500	1977-10-12	12:30			CDT	K		WS			49954		0.320		ALGOR	A				
USGS	06934500	1977-10-12	12:30			CDT	K		WS			70950		1690		ALGOR	A				
USGS	06934500	1977-10-12	12:30			CDT	K		WS			70957		0.2			A				
USGS	06934500	1977-10-12	12:30			CDT	K		WS			70958	M				A				
USGS	06934500	1977-11-03	11:00			CST	K		WS			00572		0.2360			A				
USGS	06934500	1977-11-03	11:00			CST	K		WS			00573		0.315			A				
USGS	06934500	1977-11-03	11:00			CST	K		WS			49954		0.079		ALGOR	A				
USGS	06934500	1977-11-03	11:00			CST	K		WS			60050		4700			A				
USGS	06934500	1977-11-03	11:00			CST	K		WS			70950		1880		ALGOR	A				
USGS	06934500	1977-11-03	11:00			CST	K		WS			70957	M				A				
USGS	06934500	1977-11-03	11:00			CST	K		WS			70958	M				A				
USGS	06934500	1978-03-10	12:00			CST	T		WS			60050		1600			A				
USGS	06934500	1978-05-18	11:20			CDT	K		WS			00572		0.3150			A				
USGS	06934500	1978-05-18	11:20			CDT	K		WS			00573		0.394			A				
USGS	06934500	1978-05-18	11:20			CDT	K		WS			49954		0.079		ALGOR	A				
USGS	06934500	1978-05-18	11:20			CDT	K		WS			60050		1300			A				
USGS	06934500	1978-05-18	11:20			CDT	K		WS			70950		1980		ALGOR	A				
USGS	06934500	1978-05-18	11:20			CDT	K		WS			70957	M				A				
USGS	06934500	1978-05-18	11:20			CDT	K		WS			70958		0.0			A				
USGS	06934500	1978-06-14	10:15			CDT	K		WS			60050		8200			A				
USGS	06934500	1978-07-18	11:00			CDT	K	USGS-WRD	WS			60050		160			A				
USGS	06934500	1978-08-22	11:15			CDT	K	USGS-WRD	WS			00572		13.9			A				
USGS	06934500	1978-08-22	11:15			CDT	K	USGS-WRD	WS			00573		15.70			A				
USGS	06934500	1978-08-22	11:15			CDT	K	USGS-WRD	WS			49954		1.80		ALGOR	A				
USGS	06934500	1978-08-22	11:15			CDT	K	USGS-WRD	WS			60050		18000			A				
USGS	06934500	1978-08-22	11:15			CDT	K	USGS-WRD	WS			70950		287			A				
USGS	06934500	1978-08-22	11:15			CDT	K	USGS-WRD	WS			70957		6.3			A				
USGS	06934500	1978-08-22	11:15			CDT	K	USGS-WRD	WS			70958		0.6			A				
USGS	06934500	1978-11-28	09:30			CST	K	USGS-WRD	WS			60050		2000			A				
USGS	06934500	1979-03-13	10:00			CST	T	USGS-WRD	WS			60050		1600			A				
USGS	06934500	1979-05-22	11:00			CDT	K	USGS-WRD	WS			00572		0.6300			A				
USGS	06934500	1979-05-22	11:00			CDT	K	USGS-WRD	WS			00573		0.790			A				
USGS	06934500	1979-05-22	11:00			CDT	K	USGS-WRD	WS			49954		0.160		ALGOR	A				
USGS	06934500	1979-05-22	11:00			CDT	K	USGS-WRD	WS			60050		1100			A				
USGS	06934500	1979-05-22	11:00			CDT	K	USGS-WRD	WS			70950		800			A				
USGS	06934500	1979-05-22	11:00			CDT	K	USGS-WRD	WS			70957		0.2			A				
USGS	06934500	1979-05-22	11:00			CDT	K	USGS-WRD	WS			70958		0.0			A				
USGS	06934500	1979-06-21	10:30			CDT	K	USGS-WRD	WS			60050		4100			A				
USGS	06934500	1979-07-23	10:30			CDT	K	USGS-WRD	WS			60050		1600			A				
USGS	06934500	1979-08-21	09:30			CDT	K	USGS-WRD	WS			60050		11000			A				
USGS	06934500	1979-09-26	10:30			CDT	T	USGS-WRD	WS			60050		20000			A				
USGS	06934500	1979-11-27	09:30			CST	K	USGS-WRD	WS			60050		480			A				
USGS	06934500	1980-03-27	10:30			CST	T	USGS-WRD	WS			00572		0.2400			A				
USGS	06934500	1980-03-27	10:30			CST	T	USGS-WRD	WS			00573		0.240			A				
USGS	06934500	1980-03-27	10:30			CST	T	USGS-WRD	WS			49954		0.000		ALGOR	A				
USGS	06934500	1980-03-27	10:30			CST	T	USGS-WRD	WS			60050		5600			A				
USGS	06934500	1980-03-27	10:30			CST	T	USGS-WRD	WS			70957		0.0			A				
USGS	06934500	1980-03-27	10:30			CST	T	USGS-WRD	WS			70958		0.0			A				
USGS	06934500	1980-07-29	13:15			CDT	K	USGS-WRD	WS			60050		30000			A				
USGS	06934500	1980-08-21	12:30			CDT	K	USCOEKSD	WS			60050		4400			A				
USGS	06934500	1980-09-10	10:00			CDT	K	USGS-WRD	WS			60050		650			A				
USGS	06934500	1981-03-25	12:00			CST	T	USGS-WRD	WS			60050		81000			A				
USGS	06934500	1981-05-28	10:00			CDT	K	USGS-WRD	WS			60050		3600			A				
USGS	06934500	1981-06-25	10:30			CDT	K	USGS-WRD	WS			60050		3600			A				
USGS	06934500	1981-07-30	11:00			CDT	K	USGS-WRD	WS			60050		3400			A				
USGS	06934500	1981-08-19	12:00			CDT	K	USGS-WRD	WS			60050		15000			A				
USGS	06934500	1981-09-24	10:30			CDT	T	USGS-WRD	WS			60050		29000			A				
USGS	06934500	2000-11-29	11:35			CST	T	USGS-WRD	WS			62360		4.8		FL011	R				
USGS	06934500	2000-11-29	11:35			CST	T	USGS-WRD	WS			70953		4.1		FL008	R				
USGS	06934500	2001-01-22	13:00			CST	T	USGS-WRD	WS			62360		2.2		FL011	R				
USGS	06934500	2001-01-22	13:00			CST	T	USGS-WRD	WS			70953		7.4		FL008	R				
USGS	06934500	2001-02-05	12:35			CST	T	USGS-WRD	WS			62360		16.7		FL011	R				
USGS	06934500	2001-02-05	12:35			CST	T	USGS-WRD	WS			70953		13.5		FL008	R				
USGS	06934500	2001-02-28	13:15			CST	T	USGS-WRD	WS			62360		23.9		FL011	R				
USGS	06934500	2001-02-28	13:15			CST	T	USGS-WRD	WS			70953		15.7		FL008	R				
USGS	06934500	2001-03-08	10:50			CST	T	USGS-WRD	WS			62360		4.8		FL011	R	0.1	MRL		
USGS	06934500	2001-03-08	10:50			CST	T	USGS-WRD	WS			70953		4.6		FL008	R	0.1	MRL		
USGS	06934500	2001-04-03	12:45			CDT	K	USGS-WRD	WS			62360	E	5.3		FL011	R				
USGS	06934500	2001-04-03	12:45			CDT	K	USGS-WRD	WS			70953	E	4.7		FL008	R				
USGS	06934500	2001-05-01	10:00			CDT	K	USGS-WRD	WS			62360		7.8		FL011	R				
USGS	06934500	2001-05-01	10:00			CDT	K	USGS-WRD	WS			70953		11.7		FL008	R				
USGS	06934500	2001-05-10	10:35			CDT	K	USGS-WRD	WS			62360		17.2		FL011	R				
USGS	06934500	2001-05-10	10:35			CDT	K	USGS-WRD	WS			70953		7.7		FL008	R				
USGS	06934500	2001-06-07	11:25			CDT	K	USGS-WRD	WS			62360		15.4		FL011	R				
USGS	06934500	2001-06-07	11:25			CDT	K	USGS-WRD	WS			70953		8.9		FL008	R				
USGS	06934500	2001-06-12	10:10			CDT	K	USGS-WRD	WS			62360		10.0		FL011	R				
USGS	06934500	2001-06-12	10:10			CDT	K	USGS-WRD	WS			70953		7.4		FL008	R				
USGS	06934500	2001-06-25	11:35			CDT	K	USGS-WRD	WS			62360		12.1		FL011	R				
USGS	06934500	2001-06-25	11:35			CDT	K	USGS-WRD	WS			70953		5.9		FL008	R				
USGS	06934500	2001-07-17	10:10			CDT	K	USGS-WRD	WS			62360		12.0		FL011	R				
USGS	06934500	2001-07-17	10:10			CDT	K	USGS-WRD	WS			70953		9.9		FL008	R				
USGS	06934500	2001-08-07	10:05			CDT	K	USGS-WRD	WS			62360		5.4		FL011	R				
USGS	06934500	2001-08-07	10:05			CDT	K	USGS-WRD	WS			70953		9.3		FL008	R				
USGS	06934500	2001-09-13	11:30			CDT	K	USGS-WRD	WS			62360		53.3		FL011	R				
USGS	06934500	2001-09-13	11:30			CDT	K	USGS-WRD	WS			70953		103		FL008	R				
USGS	06934500	2001-10-16	10:25			CDT	K	USGS-WRD	WS			62360		31.1		FL011	R				
USGS	06934500	2001-10-16	10:25			CDT	K	USGS-WRD	WS			70953		29.0		FL008	R				
USGS	06934500	2001-12-04	10:30			CST	K	USGS-WRD	WS			62360		7.9		FL011	R				
USGS	06934500	2001-12-04	10:30			CST	K	USGS-WRD	WS			70953		10.3		FL008	R				
USGS	06934500	2002-01-25	12:05			CST	K	USGS-WRD	WS			62360		3.5		FL011	R				
USGS	06934500	2002-01-25	12:05			CST	K	USGS-WRD	WS			70953		22.4		FL008	R				
USGS	06934500	2002-02-22	11:15			CST	K	USGS-WRD	WS			62360		5.5		FL011	R	0.1	MRL		
USGS	06934500	2002-02-22	11:15			CST	K	USGS-WRD	WS			70953		14.5		FL008	R	0.1	MRL		
USGS	06934500	2002-03-13	10:20			CST	K	USGS-WRD	WS			62360		6.5		FL011	R	0.1	MRL		
USGS	06934500	2002-03-13	10:20			CST	K	USGS-WRD	WS			70953		26.0		FL008	R	0.1	MRL		
USGS	06934500	2002-04-02	11:25			CST	T	USGS-WRD	WS			62360		9.3		FL011	R	0.1	MRL		
USGS	06934500	2002-04-02	11:25			CST	T	USGS-WRD	WS			70953		29.9		FL008	R	0.1	MRL		
USGS	06934500	2002-04-22	12:20			CDT	K	USGS-WRD	WS			62360		13.9		FL011	R	0.1	MRL		
USGS	06934500	2002-04-22	12:20			CDT	K	USGS-WRD	WS			70953		19.2		FL008	R	0.1	MRL		
USGS	06934500	2002-04-24	10:55			CDT	K	USGS-WRD	WS			62360		15.2		FL011	R	0.1	MRL		
USGS	06934500	2002-04-24	10:55			CDT	K	USGS-WRD	WS			70953		16.7		FL008	R	0.1	MRL		
USGS	06934500	2002-05-07	09:55			CDT	K	USGS-WRD	WS			62360		12.3		FL011	R	0.1	MRL		
USGS	06934500	2002-05-07	09:55			CDT	K	USGS-WRD	WS			70953		25.2		FL008	R	0.1	MRL		
USGS	06934500	2002-05-10	11:10			CDT	K	USGS-WRD	WS			62360		12.8		FL011	R	0.1	MRL		
USGS	06934500	2002-05-10	11:10			CDT	K	USGS-WRD	WS			70953		6.8		FL008	R	0.1	MRL		
USGS	06934500	2002-05-22	11:15			CDT	K	USGS-WRD	WS			62360		5.5		FL011	R	0.1	MRL		
USGS	06934500	2002-05-22	11:15			CDT	K	USGS-WRD	WS			70953		6.4		FL008	R	0.1	MRL		
USGS	06934500	2002-06-04	10:15			CDT	K	USGS-WRD	WS			62360		14.7		FL011	R	0.1	MRL		
USGS	06934500	2002-06-04	10:15			CDT	K	USGS-WRD	WS			70953		23.8		FL008	R	0.1	MRL		
USGS	06934500	2002-07-09	10:10			CDT	K	USGS-WRD	WS			62360		31.4		FL011	R	0.1	MRL		
USGS	06934500	2002-07-09	10:10			CDT	K	USGS-WRD	WS			70953		30.5		FL008	R	0.1	MRL		
